Sat,Slot,ArrivalEpoch,Coast_days,Controlled_days,Tf_days,RawDV_mps,CleanupDV_mps,TotalDV_mps,TotalDV_WithMargin_mps,FinalAError_km,FinalRAANError_deg,FinalMResidual_deg,MinAltitude_km,Status
SAT01,SLOT01,07-May-2026 11:03:07,0,6.46050654919412,6.46050654919412,111.637553170074,0.400259276269114,112.037812446344,134.445374935612,-0.5,8.97171561724815e-06,-8.00464722244524,350,Converged
SAT02,SLOT02,07-May-2026 11:03:07,0,6.46050654919465,6.46050654919465,111.637553170084,0.49979455402831,112.137347724112,134.564817268934,-0.5,8.97171543913709e-06,9.99535277763985,350,Converged
SAT03,SLOT03,09-May-2026 12:37:39,2.06564192656763,6.46050547357041,8.52614740013804,111.664680828841,0.300273931378384,111.96495476022,134.357945712263,-0.499999999997272,9.4924369456971e-06,-6.00490908135093,350,Converged
SAT04,SLOT04,11-May-2026 14:12:10,4.13128385313523,6.46050716442181,10.591791017557,111.691856292297,0.349801149319603,112.041657441617,134.44998892994,-0.499999999998181,8.67387702687905e-06,6.99550255377044,350,Converged
SAT05,SLOT05,13-May-2026 15:46:42,6.19692577970289,6.46050690683851,12.6574326865414,111.658998086803,0.600254403454435,112.259252490257,134.711102988309,-0.499999999996362,8.79857616916432e-06,-12.0045601545186,349.999999728023,Converged
