Sat,Slot,PMP_arrival_epoch,PMP_tf_days,PMP_coast_days,PMP_raise_days,PMP_DV_mps,PMP_RAAN_err_deg,PMP_M_err_deg,LYAP_arrival_epoch,LYAP_tf_days,LYAP_DV_mps,LYAP_RAAN_err_deg,LYAP_M_err_deg
SAT01,SLOT01,07-May-2026 11:25:56,6.47634687214033,0,6.47634687214033,111.911273950585,1.01777749806833e-13,-8.00000000002841,07-May-2026 11:03:07,6.46050654919428,111.637553170077,8.97171805991415e-06,-8.00464722323055
SAT02,SLOT02,07-May-2026 11:25:56,6.47634687214033,0,6.47634687214033,111.911273950585,1.01777749806833e-13,9.99999999996131,07-May-2026 11:03:07,6.46050654919424,111.637553170077,8.97171851791402e-06,9.99535277661536
SAT03,SLOT03,09-May-2026 13:00:27,8.54198879870796,2.06564192656763,6.47634687214033,111.865170902999,1.27222187258541e-13,-6.00000000004136,09-May-2026 12:37:38,8.52614476602745,111.637463175149,1.076764370524e-05,-6.00555035286737
SAT04,SLOT04,11-May-2026 14:34:59,10.6076307252756,4.13128385313523,6.47634687214033,111.856137711972,1.52666624710249e-13,6.99999999995275,11-May-2026 14:12:11,10.5917984556695,111.63768181002,5.07300784592795e-06,6.99731334967182
SAT05,SLOT05,13-May-2026 16:09:30,12.6732726518432,6.19692577970289,6.47634687214033,111.856137711972,1.52666624710249e-13,-12.0000000000471,13-May-2026 15:46:41,12.6574262282657,111.637408473352,1.19251027682538e-05,-12.0061324126795
